5.000000000000000000e+00,2.728000000000000000e+05
5.000000000000000000e+00,4.210000000000000000e+05
7.000000000000000000e+00,3.640000000000000000e+05
4.000000000000000000e+00,4.200000000000000000e+05
9.000000000000000000e+00,7.190000000000000000e+05
7.000000000000000000e+00,3.859000000000000000e+05
5.000000000000000000e+00,5.650000000000000000e+05
3.000000000000000000e+00,1.690000000000000000e+05
4.000000000000000000e+00,2.860000000000000000e+05
6.000000000000000000e+00,4.490000000000000000e+05
4.000000000000000000e+00,3.200000000000000000e+05
3.000000000000000000e+00,2.250000000000000000e+05
4.000000000000000000e+00,3.240000000000000000e+05
5.000000000000000000e+00,2.990000000000000000e+05
4.000000000000000000e+00,2.940000000000000000e+05
3.000000000000000000e+00,2.340000000000000000e+05
6.000000000000000000e+00,4.450000000000000000e+05
5.000000000000000000e+00,3.790000000000000000e+05
6.000000000000000000e+00,2.800000000000000000e+05
5.000000000000000000e+00,3.990000000000000000e+05
8.000000000000000000e+00,5.190000000000000000e+05
4.000000000000000000e+00,2.890000000000000000e+05
7.000000000000000000e+00,3.950000000000000000e+05
5.000000000000000000e+00,3.975000000000000000e+05
6.000000000000000000e+00,2.560000000000000000e+05
3.000000000000000000e+00,2.200000000000000000e+05
4.000000000000000000e+00,3.860000000000000000e+05
4.000000000000000000e+00,2.349000000000000000e+05
4.000000000000000000e+00,3.449000000000000000e+05
7.000000000000000000e+00,4.980000000000000000e+05
5.000000000000000000e+00,3.980000000000000000e+05
5.000000000000000000e+00,3.490000000000000000e+05
5.000000000000000000e+00,4.249990000000000000e+05
3.000000000000000000e+00,4.290000000000000000e+05
6.000000000000000000e+00,4.990000000000000000e+05
5.000000000000000000e+00,4.090000000000000000e+05
5.000000000000000000e+00,1.899000000000000000e+05
7.000000000000000000e+00,3.810000000000000000e+05
5.000000000000000000e+00,2.998000000000000000e+05
6.000000000000000000e+00,4.549000000000000000e+05
5.000000000000000000e+00,3.490000000000000000e+05
6.000000000000000000e+00,2.700000000000000000e+05
5.000000000000000000e+00,3.850000000000000000e+05
4.000000000000000000e+00,2.990000000000000000e+05
5.000000000000000000e+00,2.690000000000000000e+05
6.000000000000000000e+00,5.890000000000000000e+05
7.000000000000000000e+00,3.190000000000000000e+05
5.000000000000000000e+00,3.350000000000000000e+05
4.000000000000000000e+00,2.290000000000000000e+05
6.000000000000000000e+00,4.249000000000000000e+05
5.000000000000000000e+00,3.720000000000000000e+05
3.000000000000000000e+00,2.200000000000000000e+05
9.000000000000000000e+00,6.250000000000000000e+05
4.000000000000000000e+00,3.390000000000000000e+05
7.000000000000000000e+00,3.575000000000000000e+05
6.000000000000000000e+00,3.990000000000000000e+05
8.000000000000000000e+00,4.780000000000000000e+05
1.000000000000000000e+00,3.390000000000000000e+05
5.000000000000000000e+00,3.480000000000000000e+05
4.000000000000000000e+00,2.245000000000000000e+05
5.000000000000000000e+00,4.150000000000000000e+05
5.000000000000000000e+00,4.850000000000000000e+05
6.000000000000000000e+00,3.550000000000000000e+05
4.000000000000000000e+00,3.750000000000000000e+05
3.000000000000000000e+00,1.860000000000000000e+05
6.000000000000000000e+00,3.350000000000000000e+05
4.000000000000000000e+00,3.380000000000000000e+05
6.000000000000000000e+00,7.790000000000000000e+05
6.000000000000000000e+00,4.290000000000000000e+05
7.000000000000000000e+00,3.794000000000000000e+05
4.000000000000000000e+00,3.690000000000000000e+05
4.000000000000000000e+00,4.470000000000000000e+05
5.000000000000000000e+00,2.599000000000000000e+05
6.000000000000000000e+00,2.495000000000000000e+05
5.000000000000000000e+00,5.390000000000000000e+05
5.000000000000000000e+00,6.190000000000000000e+05
4.000000000000000000e+00,4.680000000000000000e+05
4.000000000000000000e+00,3.140000000000000000e+05
5.000000000000000000e+00,2.735000000000000000e+05
5.000000000000000000e+00,4.290000000000000000e+05
7.000000000000000000e+00,4.790000000000000000e+05
3.000000000000000000e+00,2.290000000000000000e+05
4.000000000000000000e+00,4.995000000000000000e+05
4.000000000000000000e+00,3.419950000000000000e+05
